rank,intersection_name,longitude,latitude,risk_score,percentile,became_emergent
347,Catalina Boulevard & Cañon Street,-117.246132,32.720307,0.080007,98.6,False
348,Cañon Street & Talbot Street,-117.243658,32.722306,0.079874,98.6,False
349,Fairmount Avenue & Ridge View Drive,-117.09803,32.726479,0.07987,98.6,False
350,Pershing Drive & Upas Street,-117.133728,32.740937,0.079832,98.6,False
351,Clairemont Mesa Boulevard & La Cuenta Drive,-117.095857,32.826922,0.079586,98.6,False
352,University Avenue & Vermont Street,-117.153458,32.748395,0.079494,98.6,False
353,6th Avenue & Grape Street,-117.159419,32.726165,0.079231,98.6,True
354,Costa Verde Boulevard & La Jolla Village Drive,-117.216238,32.872024,0.079126,98.6,False
355,La Jolla Village Drive & Lebon Drive,-117.223523,32.87078,0.079086,98.6,False
356,Madison Avenue & Utah Street,-117.132689,32.760968,0.078924,98.6,False
357,Golfcrest Drive & Jackson Drive,-117.039918,32.801197,0.07882,98.6,False
358,Camino de la Reina & Camino del Arroyo,-117.158384,32.766959,0.078804,98.6,False
359,Campus Point Drive & Genesee Avenue,-117.220201,32.881991,0.078785,98.6,False
360,Cleveland Avenue & Richmond Street,-117.15125,32.749559,0.078709,98.6,False
361,North Torrey Pines Court & North Torrey Pines Road,-117.241,32.892988,0.078675,98.6,False
362,Main Street & South 27th Street,-117.13591,32.692791,0.078603,98.6,False
363,High Avenue & Torrey Pines Road,-117.271187,32.843616,0.078587,98.5,False
364,Benson Avenue & Woodman Street,-117.055268,32.705075,0.078559,98.5,False
365,Crawford Street & Zion Avenue,-117.093842,32.792961,0.078558,98.5,False
366,Genesee Avenue & Park Mesa Way,-117.171682,32.797634,0.078506,98.5,False
367,Amalfi Street & Torrey Pines Road,-117.263957,32.848473,0.078504,98.5,False
368,Flicker Street & Lisbon Street,-117.047738,32.712057,0.078444,98.5,False
369,Frankfort Street & Milton Street,-117.202106,32.784281,0.078438,98.5,False
370,Kearny Villa Road,-117.139694,32.830971,0.078354,98.5,False
371,Beyer Boulevard & Del Sur Boulevard,-117.056017,32.562948,0.078338,98.5,False
372,Rosecrans Street & Seville Street,-117.212049,32.744963,0.078299,98.5,False
373,National Avenue & Sigsbee Street,-117.148407,32.702976,0.078283,98.5,False
374,Rosecrans Street & Sterne Street,-117.22228,32.732856,0.07815,98.5,False
375,Park Boulevard & Village Place,-117.146088,32.733091,0.07811,98.5,False
376,43rd Street & Myrtle Avenue,-117.102099,32.742166,0.078109,98.5,False
377,Everts Street & Grand Avenue,-117.247576,32.79619,0.078085,98.5,False
378,Clairemont Drive & Erie Street,-117.202211,32.790312,0.078023,98.5,False
379,Avenida Costa Brava & Siempre Viva Road,-116.957471,32.553333,0.078004,98.5,False
380,Expedition Way & North Torrey Pines Road,-117.243461,32.871112,0.077994,98.5,False
381,Skyline Drive & South 66th Street,-117.057011,32.701299,0.077701,98.5,False
382,35th Street & El Cajon Boulevard,-117.117922,32.755182,0.077657,98.5,True
383,4th Avenue & Upas Street,-117.161312,32.740809,0.077621,98.5,False
384,19th Street & Island Avenue,-117.146713,32.710457,0.07762,98.5,False
385,Bernardo Center Drive & Cloudcrest Drive,-117.087601,33.009451,0.077495,98.5,False
386,Azusa Street & Gaines Street,-117.195473,32.764118,0.077481,98.5,False
387,Clayton Drive & Miramar Road,-117.131004,32.893799,0.077435,98.5,False
388,Friars Road,-117.191607,32.764326,0.077385,98.5,False
389,30th Street & Fern Street,-117.129477,32.719003,0.077363,98.4,False
390,30th Street & Landis Street,-117.13011,32.745274,0.077252,98.4,False
391,Black Mountain Road & Pimpernel Drive,-117.13035,32.951873,0.07719,98.4,False
392,State Street & West Date Street,-117.166503,32.722978,0.077165,98.4,False
393,Main Street & Siva Street,-117.120369,32.688957,0.077107,98.4,False
394,Dusk Drive & Parkside Avenue,-117.047316,32.670405,0.07705,98.4,False
395,Cowles Mountain Boulevard & Jackson Drive,-117.028175,32.795424,0.07701,98.4,False
396,Genesee Avenue & Health Center Drive,-117.156372,32.792642,0.076858,98.4,False
397,27th Street & B Street,-117.136063,32.717915,0.076819,98.4,False
398,Clairemont Mesa Boulevard & Pocahontas Avenue,-117.208801,32.827635,0.076703,98.4,False
399,Clairemont Drive & Fairfield Street,-117.196688,32.7923,0.076701,98.4,False
400,Reo Drive & Roanoke Street,-117.062309,32.673038,0.076692,98.4,False
401,Calle Neil & Clairemont Drive,-117.195307,32.799781,0.076643,98.4,False
402,Admiral Boland Way,-117.183526,32.736406,0.076522,98.4,False
403,Harris Avenue & Palm Avenue,-117.08312,32.583887,0.076485,98.4,False
404,63rd Street & Imperial Avenue,-117.062366,32.709952,0.076473,98.4,False
405,4th Avenue & Kalmia Street,-117.161228,32.730335,0.076169,98.4,False
406,Adams Avenue & Alabama Street,-117.142609,32.762716,0.076114,98.4,False
407,La Jolla Boulevard & Tyrian Street,-117.276376,32.83116,0.076066,98.4,False
408,Friars Road & Santo Road,-117.105141,32.790453,0.076059,98.4,False
409,Aldine Drive,-117.097292,32.76233,0.076049,98.4,False
410,Balboa Avenue,-117.178188,32.820186,0.07593,98.4,False
411,Beryl Street & Jewell Street,-117.24099,32.806709,0.075898,98.4,False
412,Commerce Avenue & Miramar Road,-117.168319,32.878062,0.075893,98.4,False
413,50th Street & Orange Avenue,-117.086887,32.75307,0.075865,98.4,False
414,Bernardo Center Drive & Bernardo Terrace,-117.075592,33.027596,0.075673,98.3,False
415,Kettner Boulevard & West Date Street,-117.169187,32.722989,0.075593,98.3,False
416,Bernice Drive & Catalina Boulevard,-117.236847,32.739237,0.075544,98.3,False
417,Logan Avenue & South 32nd Street,-117.125341,32.697023,0.075538,98.3,False
418,Eagle Street & West Washington Street,-117.169565,32.749803,0.075522,98.3,False
419,Glenbrook Way & Torrey Pines Road,-117.243069,32.866277,0.075514,98.3,False
420,Carmel Mountain Road & Via Rimini,-117.099694,32.96644,0.075394,98.3,False
421,Beyer Boulevard & Kaanapali Way,-117.071411,32.587017,0.075342,98.3,False
422,India Street & West Spruce Street,-117.175278,32.7365,0.075331,98.3,False
423,Health Sciences Drive & Regents Road,-117.218428,32.878646,0.07529,98.3,False
424,Princess View Drive & Princess View Way,-117.077507,32.800415,0.07528,98.3,False
425,Mission Village Drive & Shawn Avenue,-117.124222,32.794708,0.075128,98.3,False
426,California Street & Kettner Boulevard,-117.178972,32.739387,0.075021,98.3,False
427,Reo Drive & Reo Place,-117.060737,32.670028,0.074894,98.3,False
428,Genesee Avenue & Scripps Hospital Drive,-117.22241,32.884646,0.074799,98.3,False
429,Ingraham Street & La Mancha Drive,-117.23632,32.784824,0.074732,98.3,False
430,F Street & Front Street,-117.164718,32.713583,0.074691,98.3,False
431,27th Street & Iris Avenue,-117.075439,32.569149,0.074689,98.3,False
432,Enrico Fermi Drive & Siempre Viva Road,-116.927861,32.556865,0.074588,98.3,False
433,71st Street & El Cajon Boulevard,-117.04487,32.768799,0.074394,98.3,False
434,Rancho Carmel Drive & Shoal Creek Drive,-117.0855,32.97161,0.074367,98.3,False
435,Calle Primera & Sycamore Road,-117.045181,32.550804,0.074357,98.3,False
436,Clairemont Mesa Boulevard & Doliva Drive,-117.175599,32.834443,0.074322,98.3,False
437,Camino Ruiz & Miramar Road,-117.133622,32.893772,0.074193,98.3,False
438,Autoport Mall & Eastgate Mall,-117.18653,32.877744,0.074165,98.3,False
439,Via del Campo & West Bernardo Drive,-117.089275,33.012868,0.07389,98.2,False
440,Columbia Street & West Cedar Street,-117.167389,32.721946,0.073875,98.2,False
441,22nd Street & G Street,-117.143995,32.712673,0.073838,98.2,False
442,22nd Street & Island Avenue,-117.143998,32.710474,0.073779,98.2,False
443,Howard Avenue & Park Boulevard,-117.146259,32.754023,0.073738,98.2,False
444,La Media Road & Otay Mesa Road,-116.962343,32.567855,0.073624,98.2,False
445,West Washington Street,-117.17336,32.749377,0.073523,98.2,False
446,Alemania Road & Mercy Road,-117.112917,32.937151,0.073421,98.2,False
447,Park Boulevard & Polk Avenue,-117.146277,32.752155,0.073289,98.2,False
448,Hortensia Street & San Diego Avenue,-117.191704,32.748344,0.073272,98.2,False
449,Abbott Street & Long Branch Avenue,-117.249409,32.751902,0.073228,98.2,False
450,Camino del Sur & Casey Glen,-117.141809,33.02151,0.073225,98.2,False
451,Carmel Mountain Road & Via Cima Bella,-117.12249,32.965748,0.073218,98.2,False
452,Navajo Road,-117.036359,32.803805,0.073214,98.2,False
453,Falcon Street & West Washington Street,-117.170491,32.749914,0.073191,98.2,False
454,Bibler Drive & Camino de la Plaza,-117.054955,32.549079,0.073184,98.2,False
455,Clairemont Drive & Feather Avenue,-117.202014,32.817584,0.073181,98.2,False
456,Brookes Avenue & Park Boulevard,-117.14753,32.743309,0.073138,98.2,False
457,La Jolla Boulevard & Marine Street,-117.27822,32.837474,0.072998,98.2,False
458,Burroughs Street & Ulric Street,-117.169386,32.784182,0.072964,98.2,False
459,Palm Avenue & Saturn Boulevard,-117.092721,32.583919,0.072928,98.2,False
460,Paradise Valley Road & Zest Street,-117.039941,32.691106,0.072737,98.2,False
461,University Avenue,-117.059442,32.754346,0.072715,98.2,False
462,Carmel Mountain Road & Vista Sorrento Parkway,-117.23086,32.920547,0.072703,98.2,False
463,Rancho Carmel Drive & Sabre Springs Parkway,-117.090375,32.964544,0.072601,98.2,False
464,Costa Verde Boulevard & La Jolla Village Drive,-117.216102,32.872053,0.072522,98.1,False
465,Anchorage Lane & Talbot Street,-117.231866,32.719677,0.0722,98.1,False
466,21st Street & Broadway,-117.144943,32.715782,0.072158,98.1,True
467,47th Street & Cereza Street,-117.093712,32.705059,0.072158,98.1,False
468,Old Milky Way & San Pasqual Valley Road,-116.990744,33.086211,0.072082,98.1,False
469,Mission Bay Drive & North Mission Bay Drive,-117.211441,32.798033,0.072025,98.1,False
470,Catalina Boulevard & Talbot Street,-117.245499,32.722629,0.072019,98.1,False
471,Ebers Street & Niagara Avenue,-117.246614,32.742835,0.071972,98.1,False
472,42nd Street & El Cajon Boulevard,-117.105055,32.755089,0.071934,98.1,False
473,Fairmount Avenue & Laurel Street,-117.101161,32.731471,0.071924,98.1,False
474,Scripps Ranch Boulevard,-117.109904,32.913834,0.071921,98.1,False
475,Marlborough Avenue & Thorn Street,-117.10581,32.740326,0.071837,98.1,False
476,East Mission Bay Drive & Mission Bay Drive,-117.20917,32.790178,0.071729,98.1,False
477,La Jolla Boulevard & Playa del Norte,-117.276748,32.830294,0.071689,98.1,False
478,Euclid Avenue,-117.084973,32.720339,0.071533,98.1,False
479,La Jolla Scenic Drive South & Soledad Mountain Road,-117.248834,32.835171,0.071192,98.1,False
480,Carmel Mountain Road,-117.082453,32.978981,0.071088,98.1,False
481,Ashford Street & Salizar Street,-117.159891,32.813363,0.071045,98.1,False
482,Airway Road & Enrico Fermi Drive,-116.927829,32.560085,0.071023,98.1,False
483,Bayview Heights Drive & Bayview Heights Way,-117.077049,32.724636,0.07095,98.1,False
484,Friars Road,-117.158415,32.77201,0.070935,98.1,False
485,Bayfront Court & Pacific Highway,-117.170994,32.716731,0.070824,98.1,False
486,Balboa Avenue & Mount Culebra Avenue,-117.188342,32.816906,0.070812,98.1,False
487,Flanders Drive & Flanders Place,-117.155491,32.90694,0.070714,98.1,False
488,Coronado Avenue,-117.099063,32.576507,0.070664,98.1,False
489,41st Street & El Cajon Boulevard,-117.107199,32.755103,0.070569,98.0,False
490,Pacific Highway & Sports Arena Boulevard,-117.198103,32.747404,0.070513,98.0,False
491,Carmel Mountain Road & Conference Way,-117.075613,32.985752,0.070509,98.0,False
492,24th Street & G Street,-117.14246,32.71268,0.070498,98.0,False
493,Greenhouse Lane & Pepper Canyon Drive,-117.229251,32.881284,0.070403,98.0,False
494,43rd Street,-117.101231,32.7403,0.070272,98.0,False
495,35th Street & Meade Avenue,-117.117917,32.757201,0.070234,98.0,False
496,Hotel Circle Court & Hotel Circle South,-117.174278,32.759239,0.070229,98.0,False
497,Genesee Avenue & La Jolla Village Drive,-117.21421,32.872448,0.070205,98.0,False
498,College Avenue & Estelle Street,-117.066338,32.758827,0.0702,98.0,False
499,Atascadero Drive & Nimitz Boulevard,-117.231626,32.739462,0.070195,98.0,False
500,Mission Bay Drive & Rosewood Street,-117.213632,32.800607,0.070189,98.0,False
